ID,probability
TEST_00000,0.000976846
TEST_00001,0.001103367
TEST_00002,0.157535902
TEST_00003,0.100664031
TEST_00004,0.530599439
TEST_00005,0.11400371
TEST_00006,0.464225819
TEST_00007,0.385193
TEST_00008,0.251682761
TEST_00009,0.000909188
TEST_00010,0.047397537
TEST_00011,0.478357389
TEST_00012,0.386776667
TEST_00013,0.404042478
TEST_00014,0.334950061
TEST_00015,0.001022662
TEST_00016,0.250947365
TEST_00017,0.37846259
TEST_00018,0.2306508
TEST_00019,0.643667598
TEST_00020,0.259339827
TEST_00021,0.404329277
TEST_00022,0.270379941
TEST_00023,0.202247311
TEST_00024,0.411558294
TEST_00025,0.001038776
TEST_00026,0.112838901
TEST_00027,0.451886416
TEST_00028,0.157532082
TEST_00029,0.176645621
TEST_00030,0.428295581
TEST_00031,0.17833509
TEST_00032,0.169662506
TEST_00033,0.175802895
TEST_00034,0.404610057
TEST_00035,0.000824387
TEST_00036,0.132835583
TEST_00037,0.336786964
TEST_00038,0.242586734
TEST_00039,0.000540271
TEST_00040,0.168932226
TEST_00041,0.131854113
TEST_00042,0.300236076
TEST_00043,0.29236598
TEST_00044,0.321924393
TEST_00045,0.457266847
TEST_00046,0.456964299
TEST_00047,0.235969006
TEST_00048,0.131924763
TEST_00049,0.403811702
TEST_00050,0.210086405
TEST_00051,0.153430144
TEST_00052,0.087908891
TEST_00053,0.537361276
TEST_00054,0.000982839
TEST_00055,0.405500133
TEST_00056,0.321381281
TEST_00057,0.208627607
TEST_00058,0.50730882
TEST_00059,0.171725157
TEST_00060,0.00109032
TEST_00061,0.178168118
TEST_00062,0.353104685
TEST_00063,0.328882329
TEST_00064,0.217727039
TEST_00065,0.001086987
TEST_00066,0.275287128
TEST_00067,0.207571821
TEST_00068,0.297387107
TEST_00069,0.480250361
TEST_00070,0.388501323
TEST_00071,0.361331814
TEST_00072,0.220511442
TEST_00073,0.276026852
TEST_00074,0.143586292
TEST_00075,0.260222938
TEST_00076,0.018305739
TEST_00077,0.001187637
TEST_00078,0.126224194
TEST_00079,0.205387237
TEST_00080,0.337355378
TEST_00081,0.000817995
TEST_00082,0.197364979
TEST_00083,0.178328663
TEST_00084,0.434743475
TEST_00085,0.385348198
TEST_00086,0.000892175
TEST_00087,0.35091163
TEST_00088,0.146088481
TEST_00089,0.388869947
TEST_00090,0.241941773
TEST_00091,0.088572963
TEST_00092,0.379153229
TEST_00093,0.55375761
TEST_00094,0.000880029
TEST_00095,0.001050342
TEST_00096,0.456626653
TEST_00097,0.105594457
TEST_00098,0.405042067
TEST_00099,0.279581937
TEST_00100,0.113269632
TEST_00101,0.200664435
TEST_00102,0.377228434
TEST_00103,0.303036958
TEST_00104,0.367814469
TEST_00105,0.471137314
TEST_00106,0.250595015
TEST_00107,0.000683025
TEST_00108,0.330890913
TEST_00109,0.000923215
TEST_00110,0.411897534
TEST_00111,0.402163271
TEST_00112,0.01914833
TEST_00113,0.384507772
TEST_00114,0.14510527
TEST_00115,0.410024981
TEST_00116,0.000886584
TEST_00117,0.466704651
TEST_00118,0.338946063
TEST_00119,0.140188801
TEST_00120,0.0010788
TEST_00121,0.000930609
TEST_00122,0.319643918
TEST_00123,0.509424741
TEST_00124,0.40855797
TEST_00125,0.25450077
TEST_00126,0.001208151
TEST_00127,0.063154091
TEST_00128,0.271451355
TEST_00129,0.397245356
TEST_00130,0.227049363
TEST_00131,0.400615668
TEST_00132,0.00099368
TEST_00133,0.269113409
TEST_00134,0.376193264
TEST_00135,0.000832361
TEST_00136,0.164467902
TEST_00137,0.240144081
TEST_00138,0.077543641
TEST_00139,0.256485914
